value,count
Interview with Bill Bain,3
Interview with Bill Duncan,3
Interview with Bill Fookes,3
Interview with Bill Grindlay,3
Interview with Bill Lavender,3
Interview with Bill Sheat,3
Interview with Bill Waiwai,3
Interview with Bill Wood,3
Interview with Blanche Helliwell,3
Interview with Bob Carmichael,3
Interview with Bob Tizard,3
Interview with Bonnie Hamilton,3
Interview with Brenden Winder,3
Interview with Brent Hayward,3
Interview with Brian Quinn,3
Interview with Brian Simon,3
Interview with Brian Wilson,3
Interview with Bruce Orchiston,3
Interview with Bruce Sterling Cole,3
Interview with Carolyn Gallagher,3
Interview with Carolyn Gullery,3
Interview with Catherine Hogg,3
Interview with Catherine Matilda Drewet,3
Interview with Cecilia Paea,3
Interview with Cedric James Little,3
Interview with Ceri Wells,3
Interview with Charles Evans-Scott,3
Interview with Charles Gordon Rowe :Part of Kiwi Soldier oral history project,3
Interview with Charles Hartley,3
Interview with Cherry Raymond,3
Interview with Cheryl Amys,3
Interview with Chris Greengrass,3
Interview with Chris Jansen,3
Interview with Chris McMahon,3
Interview with Chris Robertson,3
Interview with Chrissie Williams,3
Interview with Christiane Mortelier,3
Interview with Christine Greenwood,3
Interview with Cian O'Donnell,3
Interview with Clare Hercock,3
Interview with Clarence Brown,3
Interview with Clarrie Hooper,3
Interview with Claude Wahanui Taane and Kapetiu Hotukopa Te Kanawa,3
Interview with Colin Lennon,3
Interview with Colin McIntosh Bambery,3
Interview with Colin Whyte,3
Interview with Colleen Brooker,3
Interview with Cora Osborne,3
Interview with Cory Stephens,3
Interview with Craig Cocker,3
Interview with Dale Maroney,3
Interview with Dallas Knuckey,3
Interview with Dallas Schafer,3
Interview with Dan Duggan,3
Interview with Dana de Milo,3
Interview with Daphne Clair,3
Interview with Daphne Helen Purves,3
Interview with Dave Smith,3
Interview with David Blyth,3
Interview with David Fagan,3
Interview with David Johnston,3
Interview with David Jones,3
Interview with David Macdonald,3
Interview with David Moore,3
Interview with David Reeves,3
Interview with David Taylor,3
Interview with David Viles,3
Interview with Dawn Lamb,3
Interview with Dean Baigent-Mercer,3
Interview with Deborah Mullen,3
Interview with Denford McDonald,3
Interview with Denver Fountaine,3
Interview with Derek Leatham Simpson,3
Interview with Derick Carr-Rollett,3
Interview with Diana Mason,3
Interview with Dick Barwick,3
Interview with Dick Veitch,3
Interview with Dolly Anderson,3
Interview with Don McKay,3
Interview with Don Merton,3
Interview with Doreen Foss,3
Interview with Doris Chung,3
Interview with Doris Sumich,3
Interview with Dorothea Horsman,3
Interview with Dorothy Alice Blanchard,3
Interview with Dorothy Buchanan,3
Interview with Dorothy Cooper,3
Interview with Dorothy Fraser,3
Interview with Dorothy Kelly,3
Interview with Dorothy McKegg,3
Interview with Dorothy Potter,3
Interview with Dorothy Winstone,3
Interview with Dot Costar,3
Interview with Doug Dell,3
Interview with Doug Ellis,3
Interview with Doug Ritchie,3
Interview with Douglas Beere,3
Interview with Douglas Taverner,3
Interview with Dr Graeme Talbot,3
Interview with Dr Jennifer Adams,3
Interview with Dr John Robson,3
Interview with Dr John Watt,3
Interview with Dr John Wilson,3
Interview with Dr Ross Howie,3
Interview with Dr. Arthur Talbot,3
Interview with Dr. Roy Holmes,3
Interview with Eddie Tredrea,3
Interview with Edith Robison,3
Interview with Edna King,3
Interview with Edwin Close,3
Interview with Edwin James Mitchelson,3
Interview with Edwin Kaminski,3
Interview with Effie Iorns,3
Interview with Eileen Britt,3
Interview with Eileen Cassidy,3
Interview with Eileen Martin,3
Interview with Eileen Mary Henry,3
Interview with Eleanor (Hacky) Hackworth,3
Interview with Elizabeth (Beth) Jewell,3
Interview with Elizabeth Joan Carn,3
Interview with Elizabeth Kensington,3
Interview with Elizabeth MacLean,3
Interview with Elizabeth Noordhof,3
Interview with Ellen Huiarei Paku,3
"Interview with Elsie Mary Haines, OBE",3
Interview with Elsie Milne,3
Interview with Enid Crisp,3
Interview with Eric Francis Foote,3
Interview with Eric Gallagher,3
Interview with Eric Heine,3
Interview with Eric Osbaldstone,3
Interview with Erica Duncan,3
Interview with Erika Kremic,3
Interview with Ernie Dix,3
Interview with Eruera (Edward) Timu,3
Interview with Ethel Menzies,3
Interview with Eugene Szadkowski,3
Interview with Eva Burfield,3
Interview with Evan (Lox) Kellas,3
Interview with Evan Whanaupani Koroheke and Kereihi Koroheke,3
Interview with Evelyn Emsley,3
Interview with Evon Currie,3
Interview with Falaise Hales,3
Interview with Florence Cotton,3
"Interview with Florence Marie Harsant, QSM",3
Interview with Florence Rita Bishop,3
Interview with Florence Small,3
Interview with Frances Amy Sheather,3
Interview with Frances Robins,3
Interview with Francesca Hindmarsh,3
Interview with Francis Day,3
Interview with Frank Bensemann,3
Interview with Frank Coory,3
Interview with Frank Mahony,3
Interview with Frank McNulty,3
Interview with Frank Parkin,3
Interview with Fred Richards,3
Interview with Fred Rudkin,3
Interview with Freda Cameron,3
Interview with Frederic Basire,3
Interview with Frederick Daniel,3
Interview with Fuzz Barnes,3
Interview with Garnet Rowse,3
Interview with George Coleman Phillips,3
Interview with George Gair,3
Interview with George Gordon,3
Interview with George Hopkinson,3
Interview with George Lochhead,3
Interview with George Macpherson,3
Interview with George McKay,3
Interview with George Norman Wood,3
Interview with George Smith,3
Interview with George Trundle,3
Interview with George William Rainbow,3
Interview with Gerry Gilmore,3
Interview with Gilbert Gardner Natusch,3
Interview with Gillian (Jill) Nicholas,3
Interview with Gillian Maunsell,3
Interview with Gina Davies,3
Interview with Gordon Davies,3
Interview with Gordon Kilpatrick,3
Interview with Grace Marjorie Swale,3
Interview with Graham Forgie,3
Interview with Graham Turbott,3
Interview with Greita Earle Clifford-Jones,3
Interview with Gretchen Hunter,3
Interview with Group Captain Arthur Frederick Tucker,3
Interview with Haara Kingi Wetere Rauputu,3
Interview with Hana Tukukino,3
Interview with Harold F Beamish,3
Interview with Harry Saunders,3
Interview with Hartley Kirschberg,3
Interview with Hedley Evans,3
Interview with Helen Gatonyi and Lisa Coulter,3
Interview with Helen Harper,3
Interview with Helen McConnochie,3
Interview with Helen Young,3
Interview with Henry Dowler,3
Interview with Herwi Scheltus,3
Interview with Hiki Tia Te Rangi,3
Interview with Hilcote Pitts-Brown,3
Interview with Hilda Jameson,3
Interview with Hilda Joyce Carroll Keir,3
Interview with Hilda Marama Beamish,3
Interview with Hine Potaka,3
Interview with Hone Tuwhare,3
Interview with Hori George Muraahi,3
Interview with Hugh Fletcher,3
Interview with Hukarere (Sugar) Bristowe,3
Interview with Ian Hogarth,3
Interview with Ian Hutchings,3
Interview with Ian James McCorquodale,3
Interview with Ian Johnston,3
Interview with Ian McCutcheon,3
Interview with Ingelby Morrison,3
Interview with Irihapeti (Betty) Prangnell,3
Interview with Iris Garside,3
Interview with Isabelle Ashforth,3
Interview with Isobel Conning,3
Interview with Ivan Bowen,3
Interview with Ivan Parke,3
Interview with Ivy Miller,3
Interview with J D (Jack) Hinton,3
Interview with Jack Ashton,3
Interview with Jack Body,3
Interview with Jack Burn-Murdoch,3
Interview with Jack Fox,3
Interview with Jack Gregor,3
Interview with Jack Greig,3
Interview with Jack Hayes,3
Interview with Jack Hodgetts,3
Interview with Jack James,3
Interview with Jack Johnson,3
Interview with Jack Lange,3
Interview with Jack Milburn,3
Interview with Jack Morgan,3
Interview with Jack Mulheron,3
Interview with Jack Nicholls,3
Interview with Jack Ridley,3
Interview with Jack Riggir,3
Interview with Jack Rikihana,3
Interview with Jack Young,3
Interview with Jacqui Rose,3
Interview with James Charles Morse,3
Interview with James Frederick Blakemore,3
Interview with James Geeves,3
Interview with James Lambie,3
Interview with James Nelson and Rohe Tautoko Takiari,3
Interview with James Thomas Bisman,3
Interview with James William O'Donnell,3
Interview with Jan Woodhouse,3
Interview with Janet Bramham,3
Interview with Janet Driver,3
Interview with Janet Dunn,3
Interview with Janet Studholme,3
Interview with Janine Rania Morrell,3
Interview with Jason Ford,3
Interview with Jason Harding,3
Interview with Jean Chapman,3
Interview with Jean Clark,3
Interview with Jean Herbison,3
Interview with Jean Jack,3
Interview with Jean Wishart,3
Interview with Jean Yvonne Miller,3
Interview with Jeanie Wilson,3
Interview with Jenny Coleman,3
Interview with Jessie Lo,3
Interview with Jessie Olsen,3
Interview with Jessie Scurr,3
Interview with Jill Ashton,3
Interview with Jim Fitzgerald,3
Interview with Jim Macky,3
Interview with Jim O'Brien,3
Interview with Jim Rauputu,3
Interview with Jim Robinson,3
Interview with Jim Spence,3
Interview with Jo Aldridge,3
Interview with Jo Marr,3
Interview with Joan Cade,3
Interview with Joan Mattingley,3
Interview with Joan Metge,3
Interview with Joan Morley,3
Interview with Jocelyn Stewart,3
Interview with Jock Campbell,3
Interview with Joe Le'ota,3
Interview with John Abel,3
"Interview with John Bell Brotherston, joined by Pat and Joe Ashton",3
Interview with John Charles White,3
Interview with John Colquhoun,3
Interview with John Dawson,3
Interview with John Dunmore,3
Interview with John Eric Beveridge,3
Interview with John Fagan,3
Interview with John Gates,3
Interview with John Gault,3
Interview with John Graeme Sinclair Reid,3
Interview with John Graeme Watherston,3
Interview with John Knight,3
Interview with John Martin,3
Interview with John McSweeney,3
Interview with John Milkins :Part of World War II oral history series,3
Interview with John Murray Duncan,3
Interview with John Nathaniel McGregor,3
Interview with John Rimmer,3
Interview with John Sullivan,3
Interview with John Taylor,3
Interview with John Visser,3
Interview with Johnny Cooper,3
Interview with Johnny George and Sonny George,3
Interview with Joseph Bonaventure Cerretti O'Neill,3
Interview with Joseph Dwyer,3
Interview with Joseph Stewart Clarke,3
Interview with Joseph Thomas (Joe) Sheffield,3
Interview with Joy Matthews,3
Interview with Judith McGregor,3
Interview with Julia Davidson,3
Interview with Karen Olsen,3
Interview with Karen Ritchie,3
Interview with Kate Potter,3
Interview with Kath Jamieson,3
Interview with Kathleen Douglas,3
Interview with Kaye Stark,3
Interview with Keith Vincent Coe,3
Interview with Ken Armstrong,3
Interview with Ken Gunson,3
Interview with Kenneth Fulcher,3
Interview with Kenneth Maxwell McCombe,3
Interview with Kiriti Haami,3
Interview with Kurt Schwarz,3
Interview with Lady Dorothea Turner,3
Interview with Lainey Cowan,3
Interview with Laurence Cameron,3
Interview with Lawrence (Rusty) Taylor,3
Interview with Lawrence Blyth,3
Interview with Leanne Curtis and Brian Parker,3
Interview with Len and Joyce Brown,3
Interview with Leo Prideaux,3
Interview with Leo Stanaway,3
Interview with Leonard Leary,3
Interview with Les Harris,3
Interview with Les Scadden,3
Interview with Leslie Finlayson,3
Interview with Leslie Marfell,3
Interview with Leslie Pitman Clark,3
Interview with Lew Norriss,3
Interview with Lex Grey,3
Interview with Linda Lilley (nee Wilson),3
Interview with Lorna Anker,3
Interview with Lorraine Palmer,3
Interview with Lucy D'Aeth,3
Interview with Lynette Fay Meares,3
Interview with Lynne Hawkins,3
Interview with Madge Harris,3
Interview with Maire Tait,3
Interview with Maisie Hanatia Gilbert-Palmer,3
Interview with Major J R M Barker,3
Interview with Malvina Major,3
Interview with Manu Tukiri,3
Interview with Marcia Grace (Scott) Russell,3
Interview with Margaret Carter,3
Interview with Margaret Jamieson,3
Interview with Margaret MacKay,3
Interview with Margaret Mahy,3
Interview with Margaret Oakey,3
Interview with Margaret Prain,3
Interview with Margaret Shirley,3
Interview with Margaret Sparrow,3
Interview with Margaret Summerfield,3
Interview with Margaret Wilson,3
Interview with Margaret Young,3
Interview with Margot Hutchison,3
Interview with Maria Louise Denee-Sieger,3
Interview with Maria McEntyre,3
Interview with Marian Edith Burgoyne Foxon,3
Interview with Marie Grunke,3
Interview with Marie Hodges,3
Interview with Marita Daken,3
Interview with Marjorie Dyson,3
Interview with Marjorie Henley,3
Interview with Mark Perkins,3
Interview with Martyn Sanderson,3
Interview with Mary Brennan,3
Interview with Mary Dixon,3
Interview with Mary Fore,3
Interview with Mary Sparrow,3
Interview with Matarena Davies,3
Interview with Mate Kaiwai,3
Interview with Mate Sisley,3
Interview with Mate Toia,3
Interview with Matenga Baker,3
Interview with Matthew Pratt,3
Interview with Maureen Leong,3
Interview with Maureen Martin,3
Interview with Maurice Costello,3
Interview with Maurice Gee,3
Interview with Maurice Reid,3
Interview with Maurice Tyrrell,3
Interview with Mavis Botting,3
Interview with Mavis Cooper,3
Interview with Max Fuhrer,3
Interview with May Edwards,3
Interview with Meg Pilcher,3
Interview with Mervyn Benjamin Paul,3
Interview with Michael O'Dea,3
Interview with Mick Ritchie,3
Interview with Mike (Michael) Wicksteed,3
Interview with Millicent Baxter,3
Interview with Moira McCallum,3
Interview with Molly Murchie,3
Interview with Mona Wikaira,3
Interview with Morton Coutts,3
Interview with Muriel Gordon,3
Interview with Murray Morriss,3
Interview with Murray Rolfe,3
Interview with Myrtle Rangiihu,3
Interview with Nancy Taylor,3
Interview with Neil McCallum,3
Interview with Neil Smith,3
Interview with Nellie Schroder,3
Interview with Nelly Bell,3
Interview with Nev (Ian Neven) MacEwan,3
Interview with Neville Manins,3
Interview with Neville Smith,3
Interview with Ngaire Thomson,3
Interview with Nicky Hager,3
Interview with Nikola Lulich,3
Interview with Noel Bell,3
Interview with Noel Flyger,3
Interview with Noel Tither,3
Interview with Noelene Wilkening,3
Interview with Norah Mary Kellow,3
Interview with Norma Restieaux,3
Interview with Norman Goffin,3
Interview with Norman Rumsey,3
Interview with Norman Webb,3
Interview with Norman Wilson,3
Interview with Oliver Gavigan,3
Interview with Owen Norton,3
Interview with Pablo Godoy,3
Interview with Paddy Ryan,3
Interview with Pamela Quill,3
Interview with Pat Allardyce,3
Interview with Pat Hawthorne,3
Interview with Pat McKone,3
Interview with Pat McNamara,3
Interview with Patira Edwards,3
Interview with Paula McPhail,3
Interview with Pepe Tamatea,3
Interview with Percy Hansen,3
Interview with Percy Woods,3
Interview with Peter Beams,3
Interview with Peter Chapman,3
Interview with Peter Christian,3
Interview with Peter Cottman,3
Interview with Peter Foster and Colleen Foster,3
Interview with Peter McDonald Malcolm,3
Interview with Peter Skidmore,3
Interview with Peter Winstanley,3
Interview with Peth Soun,3
Interview with Phil Amos,3
Interview with Philip Bennett,3
Interview with Philip Macdiarmid,3
Interview with Philip Rider,3
Interview with Philip William Blakeley,3
Interview with Phillip George,3
Interview with Phoebe Macdiarmid,3
Interview with Phyllis Aspinall,3
Interview with Phyllis Aston,3
Interview with Phyllis Cantwell,3
Interview with Phyllis Guthardt,3
Interview with Phyllis Irwin,3
Interview with Phyllis Wall,3
Interview with Poppy Harding,3
Interview with Poul Gnatt,3
Interview with Professor Bruce Biggs,3
Interview with Professor J C Parr,3
Interview with Queenie Rikihana Hyland,3
Interview with Rachael Fonotia,3
Interview with Rachael Selby,3
Interview with Rachel Sutherland,3
Interview with Ralph Adams,3
Interview with Ralph Jenkin,3
Interview with Ralph Urwin,3
Interview with Rapa Whiu,3
Interview with Ray Jewiss,3
Interview with Ray Wong,3
Interview with Raymond Beatson,3
Interview with Raymond George Keall,3
Interview with Rena Fellingham,3
Interview with Renee Walker,3
Interview with Reta Tippet,3
Interview with Rev. Robert Emery MBE,3
Interview with Richard Adams and George Rose,3
Interview with Richard Anderson,3
Interview with Richard Dyson,3
Interview with Richard Easton,3
Interview with Richard Feather,3
Interview with Richard King,3
Interview with Richard Porter,3
Interview with Ripeka Anderson,3
Interview with Rob Butler,3
Interview with Rob Gordon,3
Interview with Robert (Rab) Campbell,3
Interview with Robert Botting,3
Interview with Robert Francis Deans Ritchie,3
Interview with Robert McBride,3
Interview with Robert Thorpe,3
Interview with Robin Bruce,3
Interview with Robin Wilson,3
Interview with Robyn Donald,3
Interview with Robyn Kingston,3
Interview with Robyn Wallace,3
Interview with Rod Austin,3
Interview with Rodney Hoggard,3
Interview with Roger Baily,3
Interview with Roger Peren,3
Interview with Roland Bettany,3
Interview with Ron Burgess,3
Interview with Ron Foley,3
Interview with Ron King,3
Interview with Ron Russell,3
Interview with Ron Smith,3
Interview with Ronda Sangster,3
Interview with Rosalie Henaghan,3
Interview with Rose Henderson,3
Interview with Ross Grantham,3
Interview with Ross Harris,3
Interview with Ross Kirkwood,3
Interview with Ross Stuhlmann,3
Interview with Royce Eden,3
Interview with Rua Harris,3
Interview with Ruahini Crofts,3
Interview with Rudolph Hoetjes,3
Interview with Russell Kerr,3
Interview with Ruth Jocelyn Fish,3
Interview with Ruth Palmer,3
Interview with Ruth Wix Wilson,3
Interview with Sam and Mae Jamieson,3
Interview with Samuel Bennett,3
Interview with Samuel Shum,3
Interview with Sandy Sandelin,3
Interview with Sarb Johal,3
Interview with Selwyn Williams,3
Interview with Sharon Crosbie,3
Interview with Sheila Phillipps,3
Interview with Sheila Rossell Chapman,3
Interview with Sheila Whyte,3
Interview with Shirley Erena Murray,3
Interview with Shirley Kelly,3
Interview with Shirley Maddock Easther,3
Interview with Shirley McDonald,3
Interview with Sieni Melei-Sa'u Faitala,3
Interview with Simon Manning,3
Interview with Simon Markham,3
Interview with Sir Alexander Turner,3
Interview with Sir Clifford Plimmer,3
Interview with Sir Dawson Donaldson,3
Interview with Sir Paul Reeves (QEII National Trust),3
Interview with Sir Thomas Eichelbaum,3
Interview with Sir Thomas Gault,3
Interview with Sister Josie Dolan,3
Interview with Sister Margaret Lancaster,3
Interview with Sophie Kaa,3
Interview with Spiro Talijancich,3
Interview with Stan Wells,3
Interview with Stanley Chifney,3
Interview with Stephen De Pledge,3
Interview with Stephen Joseph McDonnell,3
Interview with Stephen King,3
Interview with Stephen Phillips,3
Interview with Stephen Timms,3
Interview with Stuart Wheeler,3
Interview with Sue Forbes,3
Interview with Sue Turner,3
Interview with Suisami Une,3
Interview with Susan Collins,3
Interview with Susan O'Rourke,3
Interview with Sylvia May Cameron,3
Interview with Tahi Crown,3
Interview with Tahiwi Carkeek and Louise Carkeek,3
Interview with Tame Hohaia,3
Interview with Tame Te Maru,3
Interview with Tamsin Hayter,3
Interview with Te Aue Davis,3
Interview with Te Kahurangi Whiley,3
Interview with Te Ohipera Ihaka (Eva Isaacs),3
Interview with Te Rauwhiro (Whiro) and Emily Tibble,3
Interview with Ted Mitchell,3
Interview with Ted Moir,3
Interview with Teresa Belczacki,3
Interview with Terry Crooks,3
Interview with Terry Sumner,3
Interview with Thea Muldoon,3
Interview with Thelma McArtney,3
Interview with Theresa Rikihana,3
Interview with Thol Sao,3
Interview with Thomas Lawry,3
Interview with Thomas Mitchell,3
Interview with Thomas William (Tim) Blennerhassett,3
Interview with Tina McLennan,3
Interview with Tina Pynacker,3
Interview with Tina Reid,3
Interview with Tolmie Scoular,3
Interview with Tom Stein,3
Interview with Tom de la Haye,3
Interview with Toma Walker,3
Interview with Tommy Kahi,3
Interview with Tony Hardy,3
Interview with Tony Henderson,3
Interview with Tony Hughes,3
Interview with Tony Jackman,3
Interview with Tony and Anne de Reus,3
Interview with Trevor Colway,3
Interview with Trevor Dowdney,3
Interview with Trudie Lloyd,3
Interview with Tuakau Hunter,3
Interview with Tui Flower,3
Interview with Tui Suzanne Thomas,3
Interview with Veda Rose,3
Interview with Veronica Kelland,3
Interview with Vic Harris,3
Interview with Vic MacLennan,3
Interview with Victor Rayner,3
Interview with Victor Thomas,3
Interview with Vivienne Boyd,3
Interview with Walter and Isabella Solly,3
Interview with Waru Huntley,3
Interview with Warwick Cook,3
Interview with Wayne Chester,3
Interview with Wehi Royal,3
Interview with Wellington Choy,3
Interview with Wes Cameron,3
Interview with Willem Verryt,3
Interview with William Batchelar,3
Interview with William Cowan,3
Interview with William Duncan,3
Interview with William Edward Weld,3
Interview with William Mercer Robins,3
Interview with William Mountjoy,3
Interview with William Rees-Thomas,3
Interview with William Toomath,3
Interview with Willy Robertson,3
Interview with Wini Hahipene,3
Interview with Yola Swindells,3
Interview with Yvonne Grove,3
Interview with Yvonne Kaan,3
Interview with Yvonne Smith,3
Interviews about Wellington Region water supply,3
Interviews with James Ross,3
Interviews with John Egan,3
Interviews with Judith Aitken,3
Interviews with Russell Ballard,3
Inward correspondence - Charles Brasch,3
"Isaac, Edmund Charles, fl 1890-1930 :Photographs",3
Island Studies Journal,3
J Alexander album,3
"J J Niven & Company Ltd :Negatives and advertising lantern slides relating to J J Niven & Co., Gisborne, and the manufacture of machinery",3
Jack Child Stamp Collection,3
James Smith shops from 1845 to 1928,3
Jami-Lee Ross,3
"Jeune, Dudley James Frederick, 1897-1949 : World War One papers",3
Jewish Faith,3
Jewish women in education oral history project,3
"Joe Brown Enterprises: Miss New Zealand 1969. Programme. Printed by the Evening Star Co. Ltd, Dunedin.",3
John Fijn transparencies of Maori performers at Waitangi,3
"John John Taine, and an unidentified group",3
Johnson family : Diaries and papers relating to Capt George A Johnson,3
"Jones, Parry, 1962-:[Digital cartoons published in the Otago Daily Times]",3
"Jones, Priscilla :Photographs of Masterton, Gisborne, and a horse team",3
Journal of Applied Oral Science,3
Journal of Cardiovascular and Thoracic Research,3
Journal of Hymenoptera Research,3
Journal of Nanomaterials,3
Journal of Pediatric and Neonatal Individualized Medicine,3
Journal of Research in Medical Sciences,3
"Journal the Winners: Economics, Business, Management, and Information System Journal",3
Journals,3
"Juliet Peter and Roy Cowan, early work",3
Jurnal Ilmu Ternak dan Veteriner,3
Jurnal Ilmu-Ilmu Peternakan,3
"Kaikourai Parish, Dunedin",3
Kairuru marble columns in Legislative Council Chamber,3
Kaitangata Parish,3
Kaka Point Parish,3
Kaohsiung Journal of Medical Sciences,3
Kapiti Coast Public Libraries: Various photographs of Wellington,3
Kapiti Uniting Parish,3
"Kauri Timber Company Ltd :The Kauri Timber Company, Ltd., designers and manufacturers of high-class joinery. Illustrated catalogue. For prices, see the Company's current price list. Fanshawe Street, Auckland [1920s?]",3
"Kay, R A, fl 1960 : Photographs taken in Grey County, West Coast",3
"Kenneally, J :Photographs of the Wellington region, mainly of Upper Hutt, Whitemans Valley, Khandallah and Karori",3
"Kennedy, Ronald Edwin, 1925-2003 :[Editorial cartoons published in the Waikato Times, 1968-1981,  signed Ronken]",3
"Kennedy, Ronald Edwin, 1925-2003 :[Editorial cartoons published in the Waikato Times, 1968-1981, signed Ronken]",3
Kenneth Hopper Papers on Management,3
"Kerridge Odeon by arrangement with Fuller's Entertainment Bureau presents on stage - in colour C'Mon! 68. produced and directed by Kevan Moore. Wright & Jaques Ltd, Auckland. [1968].",3
"Kerridge Odeon presents The John Rowles Show, starring John Rowles, Allison Durbin, Chic Littlewood, De Larno. Welcome home - John Rowles. Souvenir programme. Kennedy-Lock printing Services Limited. [1968]",3
Keystone-Mast Collection,3
"Knapdale Parish, Southland",3
"Knight, J A : Photographs",3
"Knox Church, Christchurch",3
"Labillardiere, Jacques Julien Houton de, 1755-1834 :An account of a voyage in search of La Perouse (London, Printed for J. Debrett, 1800). [Atlas of plates]",3
"Lamb, Mr:  Photographs of Crown Battery, Karangahake",3
"Lamb, Mr: Photographs of Crown Battery, Karangahake",3
Land Of The Good Groove with Murray Cammick,3
Land of the Good Groove,3
Latin American Journal of Aquatic Research,3
"Laurie, Alison Jean, 1941- :Photographs of the Diggle and Headifen families",3
"Lawrence, H G :Photographs of Hutt County, Lower Hutt and Ward Island from the file print collection",3
"Leaker, Alice Margaret  fl 1992-1995 : Mackenzie family papers",3
Lebanese community in Wellington oral history project,3
Letters from Leslie Beauchamp,3
Letters to the editor and other items of interest (1),3
Lexikos,3
"Lightband, Y :Photographs of Brent and Lightband persons",3
"Lilburn, Douglas: [Piano music. Selections] A Musical offering of preludes, musical-boxes and a Tempo di bolero for 6 hands",3
Literary lectures,3
Little family :Photographs relating to World War II,3
"Lloyd, F (Mrs), fl 1970 :Photographs including images of Tauranga and Arthur Burrows",3
"Lock, Murray, fl 1979 :[Seven political cartoons. ca 1979]",3
"Locomotive and trams, Wellington",3
"Lodge, Nevile Sidney 1918-1989 :[Cartoons for the Evening Post, 1961, 1965-1968, 1977, 1988]",3
"Lodge, Nevile Sidney 1918-1989 :[Cartoons for the Evening Post, 1968]",3
"Lodge, Nevile Sidney 1918-1989 :[Cartoons for the Evening Post, 1984]",3
"Lodge, Nevile Sidney 1918-1989 :[Cartoons for the Evening Post, 1986]",3
"Lodge, Nevile Sidney 1918-1989 :[Cartoons for the Evening Post, 1987]",3
"Lodge, Nevile Sidney 1918-1989 :[Cartoons for the Evening Post, 1988]",3
"Lodge, Nevile Sidney 1918-1989 :[Cartoons for the Sports Post, undated]",3
"Lodge, Nevile Sidney 1918-1989 :[Second World War drawings and social life of the post-war period] 1944-1956. 1988",3
"Lodge, Nevile Sidney 1918-1989:Ten cartoons by Lodge on the 1964 Olympic Games in Tokyo.",3
"Lodge, Nevile Sidney, 1918-1989 :[Cartoons for the Sports Post, 1970-1971]",3
"Lodge, Nevile Sidney, 1918-1989 :[Five early cartoons. ca 1945-1950].",3
"Long, Brent, fl 1997: Photographs of the Hawke's Bay earthquake",3
Loose papers from Diocese of New Zealand Register book of Acts,3
"Lowburn Parish, Central Otago",3
Luggate Parish,3
"Lynch, Winifred Jane 1940- :Photographs",3
"Lysaght, Mary Grace Caroline, 1850?-1936? :[Sketchbook; English and New Zealand scenes, with Tristan da Cunha, 1870s]",3
"Macandrew Bay Parish, Dunedin",3
"Machinery of the totalisator, [Trentham Racecourse, Upper Hutt?]",3
"Mack, Edward Brodie, 1897-1965 :16 cartoons published in Free Lance between 10 December 1915 and 20 June 1918.",3
Mackie album 3 :From Egypt to the war in Europe,3
"Mackrell, Brent, fl 2012 : Papers relating to military history",3
"Mackworth, William Augustus, 1825-1855 : Auckland Islands diary",3
"Maclean, Chris :Photographs",3
"Mahon, Tim, active 1979-2020: Collection",3
Mainly photographs of Katherine Mansfield and John Middleton Murry,3
Majalah Kedokteran Bandung,3
Making Maestros,3
Malaria Journal,3
"Mallitte, Howard Leon, 1910-1979 :[Antarctic material relating to 1963 expedition of HMNZS Endeavour to Scott Base and Hallett Station]  1963",3
Manawatu Presbytery,3
Mangaweka Parish,3
Mantell album 4,3
"Mantell, Walter Baldock Durrant, 1820-1895 :'English' blockaus Akaroa 18 Sept 1848. Mont Berard from Green's jetty, 18 Sept 1848.",3
Maori place-names of New Zealand (vol 4),3
"Maori rock drawings at Takiroa, Ngapara, and North Island sites",3
Maori sites about the mouth of the Waikanae River,3
Map Room Papers (Roosevelt Administration),3
Maps of Akitio County,3
Maps of Woodville County,3
Maps of the Manchester Block,3
March in support of homosexual law reform,3
"Marchant, Barbara Angus, 1915-2011: Papers",3
Marsh album 3,3
Marsh album 4,3
"Marsh, Ngaio (Dame), 1895-1982 : Papers",3
Martin Collection,3
"Martinborough Museum :Photographs of the opening of Lake Onoke, Wairarapa",3
"Matawhero Parish, Gisborne",3
"Mather, Winifred M :Photographs relating to Hutt Valley High School, and the New Zealand Student Christian Movement",3
"Mathis, Cory, 1985- :Good for another pull? [2013]",3
"Matiu Rata, Mana Motuhake, three tapes",3
"Maurice Smith and Len Hoogerbrug (architects): Offices for Firth Concrete under construction, in Hastings",3
"Mayo, Eileen Rosemary (Dame), 1906-1994 :Nature's ABC by Eileen Mayo. London, Universal Text Books, [late 1940s]",3
"McCance, John, fl 1882-1884 : Shipboard diaries and autograph book",3
"McCormick, Eric Hall (Dr), 1906-1995 : Photographs of Taihape and W J H McCormick",3
"McDonnell, Hilda Mary, fl 1944-2013 :Research papers",3
"McDougall, Robert Alexander, 1904- : Photographs from World War II",3
"McDougall, Robert Alexander, 1904- :Photographs and postcards relating to R A McDougall's experiences in Egypt during World War II",3
"McFarlane, Francis Ledingham 1888-1948 :[Scenes from war service in the Middle East, 1917-1918]",3
"McFarlane, Francis Ledingham, 1888-1948 :McFarlane, N.Z. 4/2198 Spr. F L McFarlane, New Zealand Wireless Sqdn, Mesopotamia [1916-1918]",3
"McFarlane, Francis Ledingham, 1888-1948 :[Sketches from war service in India and the Middle East, 1916-1918] / F L McFarlane, 1916-1918",3
"McGregor, Jim, 1957- : Postcard collection",3
